genus,temp,relative_abundance,Family,Order,Class,Phylum
Betaproteobacteria,10.9,0.001554726,Unknown,Unknown,Gammaproteobacteria,Proteobacteria
Bosea,10.9,0.001088308,Boseaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Bosea,9,0.001084039,Boseaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Bosea,10.9,0.000485437,Boseaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Buchnera,9,0.000154863,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Buchnera,10.9,7.77363184079602e-05,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Burkholderiales,9,0.002529424,Unknown,Burkholderiales,Gammaproteobacteria,Proteobacteria
Burkholderiales,10.9,0.002409826,Unknown,Burkholderiales,Gammaproteobacteria,Proteobacteria
Burkholderiales,10.9,0.002184466,Unknown,Burkholderiales,Gammaproteobacteria,Proteobacteria
Candidatus,10.9,0.000485437,N.A,N.A,N.A,N.A
Candidatus,10.9,0.002098881,N.A,N.A,N.A,N.A
Candidatus,9,0.001548627,N.A,N.A,N.A,N.A
cellular,10.9,0.0008551,N.A,N.A,N.A,N.A
cellular,10.9,0.000242718,N.A,N.A,N.A,N.A
cellular,9.3,0.003703704,N.A,N.A,N.A,N.A
cellular,9,0.000206484,N.A,N.A,N.A,N.A
Chromatiales,10.9,7.77363184079602e-05,Unknown,Chromatiales,Gammaproteobacteria,Proteobacteria
Clostridiales,9,0.000103242,Unknown,Clostridiales,Clostridia,Firmicutes_A
Corynebacteriales,9,0.000619451,Unknown,Mycobacteriales,Actinomycetia,Actinobacteriota
Corynebacteriales,10.9,0.000932836,Unknown,Mycobacteriales,Actinomycetia,Actinobacteriota
Corynebacteriales,10.5,0.003921569,Unknown,Mycobacteriales,Actinomycetia,Actinobacteriota
Coxiella,10.9,7.77363184079602e-05,Coxiellaceae,Legionellales,Gammaproteobacteria,Pseudomonadota
Deltaproteobacteria,9,5.162089613875697e-05,Unknown,Unknown,Unknown,delta/epsilon subdivisons
Edwardsiella,10.9,0.000242718,Hafniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Edwardsiella,10.9,0.000310945,Hafniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Edwardsiella,9,0.000258104,Hafniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
endosymbiont,9,0.000154863,N.A,N.A,N.A,N.A
endosymbiont,10.9,0.000233209,N.A,N.A,N.A,N.A
Enterobacterales,10.9,0.02681903,Unknown,Enterobacterales,Gammaproteobacteria,Proteobacteria
Enterobacterales,9,0.024932893,Unknown,Enterobacterales,Gammaproteobacteria,Proteobacteria
Enterobacterales,10.9,0.020145631,Unknown,Enterobacterales,Gammaproteobacteria,Proteobacteria
Enterobacterales,9.3,0.009259259,Unknown,Enterobacterales,Gammaproteobacteria,Proteobacteria
Enterobacterales,10.5,0.003921569,Unknown,Enterobacterales,Gammaproteobacteria,Proteobacteria
Firmicutes,9,0.000103242,Unknown,Unknown,Unknown,Firmicutes
Frigoriglobus,9,0.000103242,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota
Gammaproteobacteria,9,0.002168078,Unknown,Unknown,Gammaproteobacteria,Proteobacteria
Gammaproteobacteria,10.9,0.002643035,Unknown,Unknown,Gammaproteobacteria,Proteobacteria
Gammaproteobacteria,10.9,0.001456311,Unknown,Unknown,Gammaproteobacteria,Proteobacteria
Gordonia,10.9,0.000621891,Gordoniaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Gordonia,9,0.000258104,Gordoniaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Gordonia,10.9,0.000242718,Gordoniaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Halobonum,9,0.000103242,Haloferacaceae,Halobacteriales,Halobacteria,Euryarchaeota
Klebsiella,10.9,0.000970874,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Klebsiella,10.9,7.77363184079602e-05,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Klebsiella,9,0.000154863,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Labrys,9,0.000206484,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Labrys,10.9,0.000388682,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Labrys,10.9,0.000242718,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
leotiomyceta,10.9,0.000485437,Unknown,Unknown,Unknown,Unknown
Leptothrix,9,0.000464588,Unknown,Burkholderiales,Betaproteobacteria,Pseudomonadota
Leptothrix,10.9,0.000310945,Unknown,Burkholderiales,Betaproteobacteria,Pseudomonadota
Methylorubrum,9,0.000516209,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Methylorubrum,10.9,0.000621891,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Methylorubrum,10.9,0.000485437,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota
Micrococcales,9,0.000103242,Unknown,Actinomycetales,Actinomycetia,Actinobacteriota
Micrococcus,9,0.000103242,Micrococcaceae,Micrococcales,Actinomycetia,Actinomycetota
Morganella,10.9,7.77363184079602e-05,Morganellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Mycobacteroides,10.9,0.000233209,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Mycobacteroides,9,0.000258104,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Mycobacteroides,10.9,0.000242718,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Mycolicibacillus,10.9,0.000310945,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Mycolicibacillus,9,5.162089613875697e-05,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Mycolicibacter,9,0.001342143,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Mycolicibacter,10.9,0.001010572,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Mycolicibacter,10.9,0.000242718,Mycobacteriaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Ndongobacter,10.9,7.77363184079602e-05,Unknown,Unknown,Unknown,Bacillota
Neobacillus,10.9,7.77363184079602e-05,Unknown,Bacillales_B,Bacilli,Firmicutes
Nitrosomonadales,10.9,0.000155473,Unknown,Burkholderiales,Gammaproteobacteria,Proteobacteria
Nitrosomonadales,9,0.000154863,Unknown,Burkholderiales,Gammaproteobacteria,Proteobacteria
Orrella,10.9,0.000233209,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota
Orrella,9,5.162089613875697e-05,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota
Paracoccus,9,0.001651869,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Paracoccus,10.9,0.002720771,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Paracoccus,10.9,0.001213592,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Parasaccharibacter,10.9,7.77363184079602e-05,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota
Pelagovum,10.9,7.77363184079602e-05,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Peribacillus,9,0.000103242,Unknown,Bacillales_B,Bacilli,Firmicutes
Propionibacteriales,10.9,7.77363184079602e-05,Unknown,Propionibacteriales,Actinomycetia,Actinobacteriota
Proteobacteria,9,0.012956845,Unknown,Unknown,Unknown,Proteobacteria
Proteobacteria,10.9,0.017801617,Unknown,Unknown,Unknown,Proteobacteria
Proteobacteria,10.9,0.011893204,Unknown,Unknown,Unknown,Proteobacteria
Proteobacteria,8.8,0.003154574,Unknown,Unknown,Unknown,Proteobacteria
Proteobacteria,10.7,0.004587156,Unknown,Unknown,Unknown,Proteobacteria
Proteus,10.9,0.000621891,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Proteus,9,0.000154863,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Proteus,10.9,0.005339806,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Proteus,9.3,0.001851852,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Pseudoclostridium,10.9,7.77363184079602e-05,Unknown,Acetivibrionales,Clostridia,Firmicutes_A
pseudomallei,10.9,0.000388682,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota
pseudomallei,10.9,0.000728155,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota
pseudomallei,9,0.000154863,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota
Pseudopuniceibacterium,10.9,0.000485437,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Pseudopuniceibacterium,9,0.000258104,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Pseudothermotoga,9,5.162089613875697e-05,Unknown,Thermotogales,Thermotogae,Thermotogota
Rhizobiales,10.9,0.002876244,Unknown,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobiales,9,0.002735907,Unknown,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobiales,10.9,0.001213592,Unknown,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodococcus,9,0.000516209,Nocardiaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Rhodococcus,10.9,0.001010572,Nocardiaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Rhodococcus,10.9,0.001941748,Nocardiaceae,Mycobacteriales,Actinomycetia,Actinomycetota
Rhodospirillales,10.9,0.000466418,Unknown,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodospirillales,9,0.000258104,Unknown,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodospirillales,10.9,0.000242718,Unknown,Rhodospirillales,Alphaproteobacteria,Proteobacteria
root,10.9,0.2985436893203883,N.A,N.A,N.A,N.A
root,9.3,0.3648148148148148,N.A,N.A,N.A,N.A
root,9,0.285670039,N.A,N.A,N.A,N.A
root,10.9,0.2629042288557214,N.A,N.A,N.A,N.A
root,10.5,0.188235294,N.A,N.A,N.A,N.A
root,10.7,0.1697247706422018,N.A,N.A,N.A,N.A
root,9.8,0.134020619,N.A,N.A,N.A,N.A
root,8.8,0.1577287066246056,N.A,N.A,N.A,N.A
Rothia,9,0.000309725,Micrococcaceae,Micrococcales,Actinomycetia,Actinomycetota
Rothia,10.9,0.000388682,Micrococcaceae,Micrococcales,Actinomycetia,Actinomycetota
Rothia,10.9,0.000242718,Micrococcaceae,Micrococcales,Actinomycetia,Actinomycetota
saccharomyceta,9.3,0.001851852,N.A,N.A,N.A,Ascomycota
Saccharomycetales,10.9,7.77363184079602e-05,Unknown,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomycetales,9.3,0.001851852,Unknown,Saccharomycetales,Saccharomycetes,Ascomycota
Saccharomycetales,9,5.162089613875697e-05,Unknown,Saccharomycetales,Saccharomycetes,Ascomycota
Sagittula,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Schaalia,10.9,0.000233209,Actinomycetaceae,Actinomycetales,"	Actinomycetia",Actinomycetota
secondary,10.9,7.77363184079602e-05,N.A,N.A,N.A,N.A
Serratia,9,0.000877555,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Serratia,10.9,0.000544154,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Serratia,10.9,0.000242718,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Sodalis,10.9,7.77363184079602e-05,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Sodalis,9,0.000103242,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Sphingomonadales,10.9,0.000699627,Unknown,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonadales,9,0.000464588,Unknown,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonadales,10.9,0.000485437,Unknown,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingosinithalassobacter,9,0.000361346,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota
Sphingosinithalassobacter,10.9,0.000388682,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota
Sphingosinithalassobacter,10.9,0.000242718,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota
Stigmatella,9,5.162089613875697e-05,Myxococcaceae,Myxococcales,Myxococcia,Myxococcota
Sulfuriflexus,9,0.000103242,Unknown,AKS1,Gammaproteobacteria,Proteobacteria
Terrabacteria,9,0.000258104,N.A,N.A,N.A,N.A
Terrabacteria,10.9,0.000155473,N.A,N.A,N.A,N.A
Terrabacteria,10.9,0.000242718,N.A,N.A,N.A,N.A
Thalassobius,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
Thalassobius,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota
unclassified,10.9,0.005052861,N.A,N.A,N.A,N.A
unclassified,9,0.003819946,N.A,N.A,N.A,N.A
unclassified,10.9,0.00315534,N.A,N.A,N.A,N.A
Vibrio,9,0.00056783,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota
Vibrio,10.9,0.000242718,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota
Vibrio,10.9,0.000466418,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota
Wolinella,10.9,7.77363184079602e-05,Helicobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota
Xanthomonadales,10.9,0.000233209,Unknown,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonadales,9,0.000103242,Unknown,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonadales,10.9,0.000242718,Unknown,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xylophilus,9,0.000103242,Comamonadaceae,Burkholderiales,Betapreoteobacteria,Pseudomonadota
Xylophilus,10.9,0.000485437,Comamonadaceae,Burkholderiales,Betapreoteobacteria,
Yersinia,9,0.000154863,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Yersinia,10.9,0.000233209,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota
Usitatibacter,10.9,0.000155473,Usitatibacteraceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Usitatibacter,10.9,0.000242718,Usitatibacteraceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Defluviicoccus,9,0.000464588,UXAT02,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Isorropodon,10.9,7.77363184079602e-05,Vesicomyidae,Venerida,Bivalvia,Mollusca
Grimontia,9,0.000103242,Vibrionaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Photobacterium,9,5.162089613875697e-05,Vibrionaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salinivibrio,9,5.162089613875697e-05,Vibrionaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Luteitalea,9,0.000103242,Vicinamibacteraceae,Vicinamibacterales,Vicinamibacteria,Acidobacteriota
Luteitalea,10.9,7.77363184079602e-05,Vicinamibacteraceae,Vicinamibacterales,Vicinamibacteria,Acidobacteriota
Chryseobacterium,9,0.000154863,Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Elizabethkingia,9.3,0.001851852,Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota
Wenzhouxiangella,9,0.000154863,Wenzhouxiangellaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Wenzhouxiangella,10.9,0.000388682,Wenzhouxiangellaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Ancylobacter,10.9,0.000242718,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Ancylobacter,9,0.000206484,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Ancylobacter,10.9,0.000544154,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Azorhizobium,10.9,0.000544154,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Azorhizobium,10.9,0.000242718,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Azorhizobium,9,0.000206484,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Blastochloris,9,0.000361346,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Blastochloris,10.9,0.000485437,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Blastochloris,10.9,0.000621891,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bradyrhizobium,9,0.005988024,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bradyrhizobium,10.9,0.006218905,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bradyrhizobium,10.9,0.003640777,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Nitrobacter,9,0.000258104,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Nitrobacter,10.9,0.000310945,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Nitrobacter,10.9,0.000242718,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pseudolabrys,9,0.000464588,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pseudolabrys,10.9,0.000242718,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pseudolabrys,10.9,0.000155473,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pseudorhodoplanes,9,0.000103242,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pseudorhodoplanes,10.9,0.000388682,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodoplanes,9,0.000206484,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodoplanes,10.9,0.000242718,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodoplanes,10.9,0.000388682,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodopseudomonas,9,0.001600248,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodopseudomonas,10.9,0.001554726,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodopseudomonas,10.9,0.000485437,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Starkeya,9,0.000412967,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Starkeya,10.9,0.000485437,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Starkeya,10.9,0.000233209,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Tardiphaga,9,0.000206484,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Tardiphaga,10.9,0.000233209,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Variibacter,9,0.000206484,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Variibacter,10.9,7.77363184079602e-05,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Xanthobacter,9,0.000412967,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Xanthobacter,10.9,0.000777363,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Xanthobacter,10.9,0.000242718,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Xanthobacteraceae,10.9,7.77363184079602e-05,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Luteimonas,9,0.000464588,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Luteimonas,10.9,0.000388682,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Luteimonas,10.9,0.000242718,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Lysobacter,10.9,0.0008551,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Lysobacter,9,0.000516209,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Lysobacter,10.9,0.000242718,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Pseudoxanthomonas,9,0.000361346,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Pseudoxanthomonas,10.9,0.000233209,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Pseudoxanthomonas,10.9,0.000485437,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Stenotrophomonas,10.9,0.001321517,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Stenotrophomonas,10.9,0.001456311,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Stenotrophomonas,9,0.00170349,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Thermomonas,9,0.000258104,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Thermomonas,10.9,0.000777363,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Thermomonas,10.9,0.000242718,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonadaceae,9,0.00056783,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonadaceae,10.9,0.000728155,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonadaceae,10.9,0.000388682,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonas,10.9,0.002098881,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonas,9,0.001909973,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xanthomonas,10.9,0.001456311,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xylella,9,0.000206484,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Xylella,10.9,7.77363184079602e-05,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Yersiniaceae,10.9,7.77363184079602e-05,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Zoogloeaceae,10.9,7.77363184079602e-05,Zoogloeaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
